,,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,TOTAL,,,
,,,,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price
Year,Month,State,Data Status,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh
2010,11,ND,Final,"31,116","382,808","328,629",8.13,"30,279","416,924","59,126",7.26,"19,379","337,116","2,643",5.75,0,0,0,0.00,"80,774","1,136,848","390,398",7.11
2010,11,NE,Final,"57,626","649,889","801,794",8.87,"55,154","749,318","154,231",7.36,"45,608","848,505","30,797",5.38,0,0,0,0.00,"158,388","2,247,712","986,822",7.05
2010,11,NH,Final,"54,768","324,352","596,293",16.89,"48,524","332,694","104,486",14.59,"20,011","155,274","3,482",12.89,0,0,0,0.00,"123,304","812,320","704,261",15.18
2010,11,NJ,Final,"307,197","1,887,491","3,455,448",16.28,"400,218","3,035,535","473,652",13.18,"75,274","668,251","12,819",11.26,"2,466","24,086",6,10.24,"785,156","5,615,363","3,941,925",13.98
2010,11,NM,Final,"46,389","468,805","854,869",9.90,"55,931","693,261","135,684",8.07,"30,054","550,016","7,379",5.46,0,0,0,0.00,"132,375","1,712,082","997,932",7.73
2010,11,NV,Final,"74,850","594,125","1,059,595",12.60,"66,864","698,261","154,207",9.58,"55,524","1,110,202","3,392",5.00,49,611,18,8.02,"197,287","2,403,200","1,217,212",8.21
2010,11,NY,Final,"659,264","3,611,571","6,968,631",18.25,"916,184","5,758,272","1,032,689",15.91,"89,320","1,076,022","8,271",8.30,"32,839","231,215",21,14.20,"1,697,608","10,677,079","8,009,612",15.90
2010,11,OH,Final,"422,267","3,679,784","4,875,214",11.48,"353,107","3,584,403","613,955",9.85,"285,528","4,436,868","20,613",6.44,261,"3,298",3,7.91,"1,061,163","11,704,352","5,509,785",9.07
2010,11,OK,Final,"120,459","1,291,882","1,667,294",9.32,"98,559","1,466,863","263,260",6.72,"64,284","1,275,452","18,333",5.04,0,0,0,0.00,"283,301","4,034,197","1,948,887",7.02
2010,11,OR,Final,"145,301","1,617,808","1,629,977",8.98,"102,642","1,336,704","239,215",7.68,"55,160","989,078","20,146",5.58,140,"1,976",58,7.09,"303,243","3,945,566","1,889,396",7.69
2010,11,PA,Final,"495,897","3,911,469","5,245,980",12.68,"354,639","3,546,203","679,912",10.00,"272,222","3,556,533","27,296",7.65,"5,765","67,728",14,8.51,"1,128,523","11,081,933","5,953,202",10.18
2010,11,RI,Final,"36,477","228,415","434,780",15.97,"36,806","287,477","57,151",12.80,"8,739","78,694","1,972",11.11,307,"2,108",1,14.56,"82,330","596,694","493,904",13.80
2010,11,SC,Final,"207,323","1,861,681","2,098,908",11.14,"142,972","1,551,620","340,481",9.21,"130,422","2,307,027","4,489",5.65,0,0,0,0.00,"480,716","5,720,328","2,443,878",8.40
2010,11,SD,Final,"30,769","334,844","371,410",9.19,"25,596","340,560","66,488",7.52,"11,587","196,481","2,949",5.90,0,0,0,0.00,"67,952","871,885","440,847",7.79
2010,11,TN,Final,"257,544","2,526,708","2,700,213",10.19,"220,567","2,091,651","461,942",10.55,"159,321","2,392,616","2,056",6.66,15,136,1,11.03,"637,448","7,011,110","3,164,212",9.09
2010,11,TX,Final,"863,223","7,623,617","9,578,689",11.32,"781,618","8,930,212","1,453,486",8.75,"496,188","8,178,689","126,267",6.07,668,"6,809",3,9.81,"2,141,698","24,739,327","11,158,445",8.66
2010,11,UT,Final,"51,327","629,630","938,831",8.15,"53,940","804,779","123,540",6.70,"33,317","802,104","9,350",4.15,245,"2,837",11,8.64,"138,829","2,239,350","1,071,732",6.20
2010,11,VA,Final,"314,442","3,062,394","3,304,237",10.27,"273,003","3,586,003","427,381",7.61,"97,177","1,472,796","5,716",6.60,"1,012","13,734",1,7.37,"685,635","8,134,926","3,737,335",8.43
2010,11,VT,Final,"25,489","160,857","308,074",15.85,"21,807","157,996","50,866",13.80,"11,354","117,693",219,9.65,0,0,0,0.00,"58,651","436,546","359,159",13.44
2010,11,WA,Final,"229,254","2,786,239","2,816,229",8.23,"179,252","2,357,160","353,217",7.60,"92,807","2,165,687","24,106",4.29,41,527,6,7.78,"501,354","7,309,613","3,193,558",6.86
2010,11,WI,Final,"210,494","1,657,589","2,590,047",12.70,"176,620","1,788,591","338,334",9.87,"126,907","1,866,263","3,976",6.80,0,0,0,0.00,"514,020","5,312,443","2,932,357",9.68
2010,11,WV,Final,"85,919","934,474","869,426",9.19,"50,903","623,763","137,103",8.16,"58,495","920,432","12,358",6.36,29,343,1,8.45,"195,345","2,479,013","1,018,888",7.88
2010,11,WY,Final,"19,889","222,984","256,972",8.92,"26,680","359,331","59,566",7.42,"43,713","870,645","8,669",5.02,0,0,0,0.00,"90,283","1,452,960","325,207",6.21
2010,10,AK,Final,"26,579","165,092","273,170",16.10,"32,625","231,454","47,958",14.10,"14,209","109,199","1,236",13.01,0,0,0,0.00,"73,413","505,745","322,364",14.52
2010,10,AL,Final,"245,497","2,145,741","2,149,467",11.44,"189,309","1,771,977","357,890",10.68,"166,327","2,715,725","6,567",6.12,0,0,0,0.00,"601,133","6,633,443","2,513,924",9.06
2010,10,AR,Final,"113,486","1,290,812","1,328,582",8.79,"72,965","1,030,305","179,725",7.08,"74,501","1,413,817","33,869",5.27,4,36,2,11.11,"260,955","3,734,970","1,542,178",6.99
2010,10,AZ,Final,"267,549","2,441,991","2,551,742",10.96,"227,014","2,369,075","300,532",9.58,"67,495","985,976","7,102",6.85,0,0,0,0.00,"562,058","5,797,042","2,859,376",9.70
2010,10,CA,Final,"1,042,555","7,387,951","13,144,458",14.11,"1,439,843","10,677,021","1,837,144",13.49,"458,482","4,372,161","74,961",10.49,"5,770","69,077",11,8.35,"2,946,651","22,506,210","15,056,574",13.09
2010,10,CO,Final,"141,171","1,340,060","2,130,682",10.53,"143,901","1,614,241","351,179",8.91,"92,416","1,309,375","15,089",7.06,320,"3,630",1,8.82,"377,808","4,267,307","2,496,951",8.85
2010,10,CT,Final,"170,250","861,728","1,449,678",19.76,"171,387","1,048,158","149,451",16.35,"43,772","312,135","4,849",14.02,"1,499","14,176",2,10.57,"386,909","2,236,197","1,603,980",17.30
2010,10,DC,Final,"18,146","126,272","228,101",14.37,"94,417","712,998","26,451",13.24,"1,202","17,192",1,6.99,"2,475","25,177",1,9.83,"116,239","881,639","254,554",13.18
2010,10,DE,Final,"43,514","296,658","396,250",14.67,"39,599","343,013","49,971",11.54,"20,566","213,637","1,215",9.63,0,0,0,0.00,"103,678","853,308","447,436",12.15
2010,10,FL,Final,"1,099,379","9,394,538","8,464,317",11.70,"786,141","7,863,482","1,123,180",10.00,"126,973","1,375,471","18,006",9.23,651,"7,252",25,8.98,"2,013,144","18,640,744","9,605,528",10.80
2010,10,GA,Final,"383,066","3,832,454","4,071,678",10.00,"330,987","3,777,149","548,603",8.76,"146,100","2,596,436","15,645",5.63,820,"12,561",1,6.53,"860,974","10,218,600","4,635,927",8.43
2010,10,HI,Final,"72,718","255,557","415,183",28.45,"77,950","295,807","60,316",26.35,"71,682","326,400",684,21.96,0,0,0,0.00,"222,350","877,764","476,183",25.33
2010,10,IA,Final,"96,762","899,409","1,328,265",10.76,"76,469","996,286","218,000",7.68,"81,723","1,584,360","6,054",5.16,0,0,0,0.00,"254,954","3,480,055","1,552,319",7.33
2010,10,ID,Final,"43,470","539,864","665,965",8.05,"31,302","479,995","101,532",6.52,"29,551","629,106","25,742",4.70,0,0,0,0.00,"104,323","1,648,965","793,239",6.33
2010,10,IL,Final,"361,280","2,957,068","5,064,352",12.22,"364,042","4,102,193","579,611",8.87,"241,056","3,644,454","6,041",6.61,"2,745","43,030",3,6.38,"969,122","10,746,745","5,650,007",9.02
2010,10,IN,Final,"220,807","2,043,639","2,737,593",10.80,"168,193","1,973,589","341,843",8.52,"238,066","3,895,878","18,839",6.11,133,"1,354",1,9.82,"627,200","7,914,460","3,098,276",7.92
2010,10,KS,Final,"82,568","814,788","1,215,420",10.13,"102,255","1,254,744","221,114",8.15,"55,789","872,070","23,236",6.40,0,0,0,0.00,"240,611","2,941,602","1,459,770",8.18
2010,10,KY,Final,"154,258","1,594,368","1,928,872",9.68,"118,748","1,402,449","297,420",8.47,"203,953","3,889,032","7,359",5.24,0,0,0,0.00,"476,959","6,885,849","2,233,651",6.93
2010,10,LA,Final,"245,908","2,565,677","2,012,085",9.58,"187,152","2,125,260","279,229",8.81,"149,578","2,457,928","18,012",6.09,91,920,22,9.89,"582,728","7,149,785","2,309,348",8.15
2010,10,MA,Final,"217,352","1,493,528","2,660,647",14.55,"204,757","1,456,266","378,623",14.06,"194,110","1,454,935","16,172",13.34,"1,552","27,505",2,5.64,"617,771","4,432,234","3,055,444",13.94
2010,10,MD,Final,"240,188","1,763,508","2,201,445",13.62,"273,934","2,351,605","244,607",11.65,"35,008","384,836","8,776",9.10,"3,650","41,251",5,8.85,"552,780","4,541,200","2,454,833",12.17
2010,10,ME,Final,"54,032","340,804","700,271",15.85,"43,186","337,176","88,532",12.81,"24,800","299,473","2,815",8.28,0,0,0,0.00,"122,017","977,453","791,618",12.48
2010,10,MI,Final,"275,396","2,181,448","4,240,997",12.62,"308,757","3,166,503","508,864",9.75,"180,156","2,659,883","12,711",6.77,40,392,1,10.20,"764,349","8,008,227","4,762,573",9.54
2010,10,MN,Final,"159,527","1,467,293","2,302,830",10.87,"147,556","1,801,683","277,663",8.19,"118,473","1,951,295","9,176",6.07,144,"1,845",1,7.80,"425,699","5,222,116","2,589,670",8.15
2010,10,MO,Final,"198,389","2,105,154","2,691,225",9.42,"174,540","2,423,767","371,576",7.20,"78,396","1,472,236","8,875",5.32,84,"1,409",1,5.96,"451,409","6,002,566","3,071,677",7.52
2010,10,MS,Final,"143,785","1,437,515","1,257,501",10.00,"108,385","1,174,877","225,604",9.23,"83,990","1,332,468","6,689",6.30,0,0,0,0.00,"336,159","3,944,860","1,489,794",8.52
2010,10,MT,Final,"30,127","310,783","467,995",9.69,"34,738","391,850","101,262",8.87,"18,589","335,480","5,421",5.54,0,0,0,0.00,"83,454","1,038,113","574,678",8.04
2010,10,NC,Final,"395,489","3,716,207","4,204,202",10.64,"313,672","3,861,466","647,300",8.12,"134,135","2,181,867","10,946",6.15,37,541,8,6.84,"843,333","9,760,081","4,862,456",8.64
2010,10,ND,Final,"24,579","273,500","328,054",8.99,"27,714","372,794","59,021",7.43,"19,453","332,904","2,628",5.84,0,0,0,0.00,"71,746","979,197","389,703",7.33
2010,10,NE,Final,"51,791","569,420","802,102",9.10,"59,223","776,318","154,126",7.63,"47,708","812,237","32,461",5.87,0,0,0,0.00,"158,721","2,157,974","988,689",7.36
2010,10,NH,Final,"55,808","327,160","599,574",17.06,"52,684","364,648","104,696",14.45,"21,193","165,035","3,487",12.84,0,0,0,0.00,"129,685","856,843","707,757",15.14
2010,10,NJ,Final,"311,329","1,905,153","3,452,265",16.34,"417,653","3,133,630","479,656",13.33,"80,433","747,455","12,921",10.76,"2,468","23,970",6,10.30,"811,883","5,810,208","3,944,848",13.97
2010,10,NM,Final,"51,549","485,076","854,576",10.63,"65,181","765,805","135,812",8.51,"34,762","583,539","7,388",5.96,0,0,0,0.00,"151,492","1,834,420","997,776",8.26
2010,10,NV,Final,"97,030","796,682","1,060,887",12.18,"72,041","764,275","154,427",9.43,"77,236","1,113,443","3,589",6.94,64,721,18,8.88,"246,371","2,675,121","1,218,921",9.21
2010,10,NY,Final,"685,784","3,734,312","6,968,302",18.36,"998,665","6,155,386","1,037,371",16.22,"97,328","1,117,015","8,359",8.71,"33,348","237,640",22,14.03,"1,815,124","11,244,352","8,014,054",16.14
2010,10,OH,Final,"382,882","3,330,980","4,863,408",11.49,"368,822","3,692,248","613,045",9.99,"298,023","4,490,746","20,628",6.64,174,"2,008",3,8.67,"1,049,901","11,515,983","5,497,084",9.12
2010,10,OK,Final,"140,807","1,405,801","1,668,251",10.02,"115,509","1,524,519","263,211",7.58,"66,433","1,238,552","18,346",5.36,0,0,0,0.00,"322,750","4,168,873","1,949,808",7.74
2010,10,OR,Final,"119,027","1,304,693","1,629,862",9.12,"101,817","1,314,195","238,941",7.75,"54,045","986,877","22,664",5.48,140,"1,975",58,7.09,"275,028","3,607,740","1,891,525",7.62
2010,10,PA,Final,"458,482","3,518,367","5,243,399",13.03,"370,743","3,650,438","679,506",10.16,"280,092","3,736,950","27,274",7.50,"5,614","67,051",14,8.37,"1,114,930","10,972,806","5,950,193",10.16
2010,10,RI,Final,"35,218","222,133","434,787",15.85,"36,600","294,925","57,325",12.41,"8,482","77,710","1,982",10.91,282,"2,061",1,13.68,"80,582","596,829","494,095",13.50
2010,10,SC,Final,"218,933","1,974,817","2,103,797",11.09,"147,919","1,715,714","341,121",8.62,"131,824","2,295,685","4,499",5.74,0,0,0,0.00,"498,676","5,986,216","2,449,417",8.33
2010,10,SD,Final,"27,265","277,038","371,344",9.84,"25,983","338,353","66,628",7.68,"12,207","200,969","3,012",6.07,0,0,0,0.00,"65,455","816,360","440,984",8.02
2010,10,TN,Final,"295,205","2,825,676","2,702,889",10.45,"245,882","2,324,585","461,584",10.58,"176,109","2,490,703","2,064",7.07,15,101,1,14.85,"717,212","7,641,066","3,166,538",9.39
2010,10,TX,Final,"1,128,507","9,710,773","9,600,717",11.62,"937,106","10,338,765","1,456,125",9.06,"544,771","8,478,743","127,720",6.43,626,"6,368",3,9.83,"2,611,010","28,534,649","11,184,565",9.15
2010,10,UT,Final,"52,410","616,627","937,502",8.50,"66,203","900,439","123,297",7.35,"38,647","729,678","9,461",5.30,255,"2,566",10,9.94,"157,514","2,249,309","1,070,270",7.00
2010,10,VA,Final,"296,839","2,808,648","3,302,414",10.57,"283,237","3,640,808","427,426",7.78,"94,161","1,410,913","5,739",6.67,"1,198","14,820",1,8.08,"675,435","7,875,189","3,735,580",8.58
2010,10,VT,Final,"25,805","160,073","308,494",16.12,"22,692","164,786","50,824",13.77,"11,134","116,088",218,9.59,0,0,0,0.00,"59,630","440,947","359,536",13.52
2010,10,WA,Final,"187,736","2,259,137","2,822,452",8.31,"178,992","2,382,157","352,483",7.51,"91,828","2,217,225","25,186",4.14,42,522,6,8.05,"458,598","6,859,041","3,200,127",6.69
2010,10,WI,Final,"197,841","1,536,357","2,592,544",12.88,"183,165","1,850,563","338,318",9.90,"134,475","1,965,117","4,064",6.84,0,0,0,0.00,"515,481","5,352,037","2,934,926",9.63
2010,10,WV,Final,"66,700","702,562","868,405",9.49,"48,933","599,099","137,261",8.17,"63,445","1,096,656","12,384",5.79,28,348,1,8.05,"179,106","2,398,664","1,018,051",7.47
2010,10,WY,Final,"16,440","173,142","257,305",9.50,"27,584","361,962","59,555",7.62,"45,421","883,589","8,715",5.14,0,0,0,0.00,"89,445","1,418,692","325,575",6.30
2010,9,AK,Final,"22,774","145,505","273,349",15.65,"31,566","224,613","48,112",14.05,"16,246","113,853","1,620",14.27,0,0,0,0.00,"70,586","483,971","323,081",14.58
2010,9,AL,Final,"356,785","3,213,725","2,149,028",11.10,"218,726","2,156,116","357,257",10.14,"173,838","2,799,350","6,989",6.21,0,0,0,0.00,"749,350","8,169,191","2,513,274",9.17
2010,9,AR,Final,"166,610","1,869,576","1,329,807",8.91,"83,118","1,188,419","179,969",6.99,"78,716","1,504,110","37,118",5.23,4,37,2,10.81,"328,449","4,562,142","1,546,896",7.20
2010,9,AZ,Final,"412,018","3,575,563","2,543,230",11.52,"281,357","2,823,505","300,243",9.96,"70,784","1,010,437","7,158",7.01,0,0,0,0.00,"764,158","7,409,504","2,850,631",10.31
2010,9,CA,Final,"1,225,289","8,253,816","13,010,393",14.85,"1,713,880","11,235,996","1,822,870",15.25,"490,867","4,436,063","75,408",11.07,"6,465","70,069",11,9.23,"3,436,500","23,995,943","14,908,682",14.32
2010,9,CO,Final,"178,690","1,532,966","2,130,746",11.66,"165,017","1,718,313","351,348",9.60,"95,477","1,315,595","15,194",7.26,391,"3,885",1,10.06,"439,576","4,570,759","2,497,289",9.62
2010,9,CT,Final,"212,108","1,110,003","1,449,244",19.11,"197,450","1,207,810","149,668",16.35,"50,439","349,561","4,811",14.43,"1,909","18,250",2,10.46,"461,907","2,685,624","1,603,725",17.20
2010,9,DC,Final,"24,388","169,486","227,281",14.39,"104,309","787,307","26,434",13.25,"1,100","18,511",1,5.94,"2,987","27,812",1,10.74,"132,784","1,003,115","253,717",13.24
2010,9,DE,Final,"61,691","436,155","396,416",14.14,"45,730","406,943","50,018",11.24,"21,920","224,566","1,250",9.76,0,0,0,0.00,"129,341","1,067,664","447,684",12.11
2010,9,FL,Final,"1,412,903","12,048,824","8,550,031",11.73,"858,062","8,713,421","1,127,551",9.85,"130,525","1,470,036","18,259",8.88,689,"7,907",25,8.71,"2,402,178","22,240,188","9,695,866",10.80
2010,9,GA,Final,"607,966","5,728,755","4,072,276",10.61,"387,284","4,333,389","548,362",8.94,"160,856","2,686,418","15,879",5.99,"1,133","15,161",1,7.47,"1,157,239","12,763,722","4,636,518",9.07
2010,9,HI,Final,"69,445","247,877","415,389",28.02,"75,030","291,259","60,581",25.76,"68,628","311,579",692,22.03,0,0,0,0.00,"213,102","850,715","476,662",25.05
2010,9,IA,Final,"111,493","992,922","1,328,738",11.23,"79,712","965,285","218,213",8.26,"89,646","1,576,792","7,591",5.69,0,0,0,0.00,"280,852","3,534,999","1,554,542",7.94
2010,9,ID,Final,"42,856","531,143","665,662",8.07,"31,679","480,934","101,567",6.59,"47,086","851,581","26,951",5.53,0,0,0,0.00,"121,621","1,863,659","794,180",6.53
2010,9,IL,Final,"443,204","3,771,664","5,054,184",11.75,"394,838","4,370,839","577,770",9.03,"258,896","3,758,317","6,050",6.89,"2,710","40,929",4,6.62,"1,099,649","11,941,748","5,638,008",9.21
2010,9,IN,Final,"261,702","2,574,130","2,739,783",10.17,"173,556","2,035,649","341,935",8.53,"236,428","3,924,885","18,787",6.02,129,"1,321",1,9.77,"671,814","8,535,985","3,100,506",7.87
2010,9,KS,Final,"126,366","1,205,220","1,219,659",10.48,"119,386","1,385,845","221,188",8.61,"60,084","968,651","23,567",6.20,0,0,0,0.00,"305,836","3,559,715","1,464,414",8.59
2010,9,KY,Final,"203,251","2,273,605","1,931,003",8.94,"132,023","1,629,214","297,719",8.10,"188,776","3,594,037","7,345",5.25,0,0,0,0.00,"524,050","7,496,856","2,236,067",6.99
2010,9,LA,Final,"318,623","3,344,586","1,974,893",9.53,"204,398","2,337,128","274,450",8.75,"149,833","2,469,321","18,063",6.07,94,877,22,10.72,"672,948","8,151,912","2,267,428",8.26
2010,9,MA,Final,"269,225","1,839,328","2,682,300",14.64,"241,095","1,591,311","380,602",15.15,"218,048","1,522,792","16,152",14.32,"1,586","27,387",2,5.79,"729,953","4,980,817","3,079,056",14.66
2010,9,MD,Final,"336,812","2,255,439","2,200,593",14.93,"304,027","2,630,422","244,344",11.56,"38,027","410,076","8,757",9.27,"4,388","45,164",5,9.72,"683,255","5,341,101","2,453,699",12.79
2010,9,ME,Final,"54,102","340,759","700,619",15.88,"43,352","354,126","88,597",12.24,"23,825","278,358","2,815",8.56,0,0,0,0.00,"121,279","973,243","792,031",12.46
2010,9,MI,Final,"316,428","2,496,853","4,241,366",12.67,"320,076","3,153,873","519,259",10.15,"169,705","2,309,782","13,699",7.35,39,373,1,10.46,"806,248","7,960,881","4,774,325",10.13
2010,9,MN,Final,"173,771","1,568,919","2,304,437",11.08,"155,795","1,789,824","277,593",8.70,"123,953","1,970,384","12,368",6.29,142,"1,828",1,7.77,"453,661","5,330,955","2,594,399",8.51
2010,9,MO,Final,"275,817","2,835,379","2,696,518",9.73,"209,605","2,649,593","371,877",7.91,"89,816","1,465,264","8,889",6.13,164,"2,075",1,7.90,"575,401","6,952,311","3,077,285",8.28
2010,9,MS,Final,"205,288","2,039,413","1,258,113",10.07,"129,145","1,362,531","226,049",9.48,"89,161","1,351,122","6,962",6.60,0,0,0,0.00,"423,594","4,753,066","1,491,124",8.91
2010,9,MT,Final,"31,494","321,852","467,223",9.79,"35,523","400,098","101,345",8.88,"20,852","366,504","8,135",5.69,0,0,0,0.00,"87,869","1,088,454","576,703",8.07
2010,9,NC,Final,"566,708","5,374,288","4,202,440",10.54,"367,389","4,412,369","647,219",8.33,"144,185","2,273,887","11,006",6.34,45,655,8,6.87,"1,078,328","12,061,199","4,860,673",8.94
2010,9,ND,Final,"25,841","271,036","327,704",9.53,"28,836","356,976","59,072",8.08,"19,425","320,930","2,932",6.05,0,0,0,0.00,"74,102","948,942","389,708",7.81
2010,9,NE,Final,"77,268","756,302","802,327",10.22,"65,901","805,730","154,514",8.18,"53,169","823,829","70,981",6.45,0,0,0,0.00,"196,338","2,385,861","1,027,822",8.23
2010,9,NH,Final,"65,209","389,021","599,768",16.76,"58,822","402,256","104,789",14.62,"23,169","178,932","3,486",12.95,0,0,0,0.00,"147,201","970,209","708,043",15.17
2010,9,NJ,Final,"470,660","2,710,174","3,466,219",17.37,"500,264","3,497,911","481,939",14.30,"85,826","731,756","13,093",11.73,"3,075","26,789",6,11.48,"1,059,825","6,966,630","3,961,257",15.21
2010,9,NM,Final,"63,246","586,373","854,512",10.79,"71,977","822,443","135,701",8.75,"37,340","583,365","7,372",6.40,0,0,0,0.00,"172,563","1,992,181","997,585",8.66
2010,9,NV,Final,"141,611","1,139,029","1,062,745",12.43,"80,003","808,383","154,429",9.90,"110,012","1,167,100","3,645",9.43,83,874,18,9.50,"331,710","3,115,386","1,220,837",10.65
2010,9,NY,Final,"859,333","4,276,815","6,963,948",20.09,"1,136,000","7,115,380","1,036,266",15.97,"101,091","1,167,082","8,292",8.66,"31,644","232,216",22,13.63,"2,128,067","12,791,492","8,008,528",16.64
2010,9,OH,Final,"478,844","4,066,325","4,865,526",11.78,"374,401","3,820,759","612,706",9.80,"272,745","4,289,023","20,538",6.36,156,"1,627",3,9.59,"1,126,146","12,177,735","5,498,773",9.25
2010,9,OK,Final,"213,075","2,068,372","1,668,939",10.30,"138,198","1,675,426","263,015",8.25,"74,498","1,327,452","18,406",5.61,0,0,0,0.00,"425,772","5,071,249","1,950,360",8.40
2010,9,OR,Final,"112,815","1,240,500","1,630,402",9.09,"97,554","1,279,815","239,036",7.62,"57,677","1,047,036","27,384",5.51,147,"2,082",58,7.06,"268,192","3,569,434","1,896,880",7.51
2010,9,PA,Final,"540,354","4,174,056","5,244,779",12.95,"419,120","4,118,733","679,249",10.18,"305,282","3,834,068","27,318",7.96,"6,197","75,896",14,8.17,"1,270,953","12,202,753","5,951,360",10.42
2010,9,RI,Final,"41,869","265,703","429,842",15.76,"41,813","326,037","56,868",12.82,"10,001","85,943","1,988",11.64,317,"2,288",1,13.85,"94,000","679,971","488,699",13.82
2010,9,SC,Final,"308,811","2,889,414","2,099,037",10.69,"186,601","2,061,231","340,562",9.05,"134,476","2,331,995","4,540",5.77,0,0,0,0.00,"629,888","7,282,640","2,444,139",8.65
2010,9,SD,Final,"31,746","323,572","371,579",9.81,"29,105","366,271","66,782",7.95,"12,782","206,924","3,914",6.18,0,0,0,0.00,"73,633","896,767","442,275",8.21
2010,9,TN,Final,"397,447","4,087,394","2,711,274",9.72,"276,437","2,782,260","462,463",9.94,"189,816","2,649,357","2,031",7.16,19,132,1,14.39,"863,719","9,519,143","3,175,769",9.07
2010,9,TX,Final,"1,613,656","13,939,145","9,593,771",11.58,"1,066,057","11,689,057","1,460,035",9.12,"558,356","9,020,325","128,903",6.19,671,"6,828",3,9.83,"3,238,739","34,655,355","11,182,712",9.35
2010,9,UT,Final,"64,380","717,369","941,069",8.97,"72,884","939,565","123,757",7.76,"39,916","735,666","9,491",5.43,260,"2,677",10,9.71,"177,439","2,395,277","1,074,327",7.41
2010,9,VA,Final,"391,718","3,690,373","3,301,750",10.61,"315,249","4,222,067","427,367",7.47,"94,425","1,471,266","5,802",6.42,"1,215","16,974",1,7.16,"802,607","9,400,680","3,734,920",8.54
2010,9,VT,Final,"25,387","158,734","308,730",15.99,"23,125","171,897","50,872",13.45,"11,605","118,975",218,9.75,0,0,0,0.00,"60,116","449,606","359,820",13.37
2010,9,WA,Final,"185,043","2,215,624","2,832,726",8.35,"175,087","2,362,274","355,122",7.41,"94,695","2,229,835","33,926",4.25,45,624,6,7.21,"454,870","6,808,357","3,221,780",6.68
2010,9,WI,Final,"202,321","1,541,602","2,599,797",13.12,"194,127","1,871,133","339,643",10.37,"141,573","1,986,722","5,453",7.13,0,0,0,0.00,"538,021","5,399,458","2,944,893",9.96
2010,9,WV,Final,"74,330","799,900","867,645",9.29,"50,239","640,258","137,357",7.85,"57,304","958,470","12,369",5.98,31,430,1,7.21,"181,904","2,399,058","1,017,372",7.58
2010,9,WY,Final,"16,836","178,150","257,170",9.45,"27,580","364,732","59,519",7.56,"40,643","791,833","9,477",5.13,0,0,0,0.00,"85,059","1,334,714","326,166",6.37
2010,8,AK,Final,"25,448","153,060","273,175",16.63,"32,658","233,408","47,932",13.99,"15,584","115,840","1,619",13.45,0,0,0,0.00,"73,690","502,308","322,726",14.67
2010,8,AL,Final,"439,159","3,929,071","2,150,412",11.18,"244,377","2,358,196","357,396",10.36,"193,906","2,866,917","7,010",6.76,0,0,0,0.00,"877,443","9,154,184","2,514,818",9.59
2010,8,AR,Final,"198,033","2,227,452","1,330,107",8.89,"90,522","1,293,003","179,905",7.00,"88,941","1,580,598","38,490",5.63,5,38,2,13.16,"377,501","5,101,091","1,548,504",7.40
2010,8,AZ,Final,"478,076","4,123,425","2,543,288",11.59,"301,783","2,934,327","300,484",10.28,"77,154","1,033,540","7,172",7.47,0,0,0,0.00,"857,014","8,091,291","2,850,944",10.59
2010,8,CA,Final,"1,287,338","8,475,164","13,024,804",15.19,"1,719,882","11,473,500","1,827,556",14.99,"490,958","4,514,076","75,555",10.88,"6,424","70,943",14,9.06,"3,504,603","24,533,682","14,927,929",14.28
2010,8,CO,Final,"207,812","1,776,212","2,133,160",11.70,"177,117","1,828,809","351,288",9.68,"106,251","1,415,209","15,173",7.51,387,"3,969",1,9.75,"491,567","5,024,198","2,499,622",9.78
2010,8,CT,Final,"251,346","1,326,600","1,447,569",18.95,"212,213","1,295,625","149,221",16.38,"52,408","373,248","4,824",14.04,"1,625","15,005",2,10.83,"517,592","3,010,478","1,601,616",17.19
2010,8,DC,Final,"34,922","236,540","227,090",14.76,"117,559","883,096","26,484",13.31,"1,478","18,171",1,8.13,"3,241","29,356",1,11.04,"157,200","1,167,163","253,576",13.47
2010,8,DE,Final,"72,448","519,157","396,252",13.95,"46,918","416,140","49,036",11.27,"23,306","228,644","1,253",10.19,0,0,0,0.00,"142,672","1,163,942","446,541",12.26
2010,8,FL,Final,"1,526,688","12,969,489","8,502,176",11.77,"866,594","8,793,236","1,125,884",9.86,"138,077","1,524,282","18,390",9.06,655,"7,291",25,8.98,"2,532,013","23,294,299","9,646,475",10.87
2010,8,GA,Final,"764,320","6,931,251","4,079,278",11.03,"448,352","4,748,681","548,323",9.44,"205,740","2,870,793","16,055",7.17,"1,271","15,126",1,8.40,"1,419,683","14,565,852","4,643,657",9.75
2010,8,HI,Final,"74,737","261,461","414,761",28.58,"79,264","301,528","60,321",26.29,"72,979","326,714",688,22.34,0,0,0,0.00,"226,980","889,702","475,770",25.51
2010,8,IA,Final,"176,552","1,512,618","1,328,988",11.67,"105,305","1,153,009","217,908",9.13,"109,208","1,747,283","7,609",6.25,0,0,0,0.00,"391,065","4,412,910","1,554,505",8.86
